trial_id,title,intervention_name,condition,phase,status,source_database
NCT00000895,A Study to Learn More About MAC Disease and the Use of Anti-HIV Drugs in Patients With Advanced HIV Infection,Nelfinavir mesylate; Nevirapine; Azithromycin,Mycobacterium Avium-intracellulare Infection; HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT00834002,Dendritic Cell Vaccination for Patients With Acute Myeloid Leukemia in Remission,injection of antigen-loaded cultured dendritic cells,Acute Myeloid Leukemia (AML),PHASE1,COMPLETED,ClinicalTrials.gov
NCT03240328,The Effect of Chimeric Antigen Receptor (CAR)-T Cell Therapy on the Reconstitution of HIV-specific Immune Function,CAR-T cells,HIV/AIDS,PHASE1,RECRUITING,ClinicalTrials.gov
NCT02926456,"Study in HIV1-Positive, Virosuppressed Patients Currently inTreatment With Ritonavir-Boosted Protease Inhibitors (PI/r) Starting Cobicistat-Boosted Darunavir (DRV/c - Rezolsta)",Not specified,Human Immunodeficiency Virus,Not specified,COMPLETED,ClinicalTrials.gov
NCT01701401,Safety and Efficacy of Ledipasvir/Sofosbuvir Fixed-Dose Combination (FDC) With and Without Ribavirin for the Treatment of HCV,LDV/SOF; RBV,Chronic Hepatitis C Virus,PHASE3,COMPLETED,ClinicalTrials.gov
NCT07050394,A Dose-Expansion Trial of Intravenous HNF4α srRNA for Unresectable or Metastatic Colorectal Cancer,CD-GA-102,Colorectal Cancer Metastatic; Colorectal Cancer Recurrent; Colorectal Cancer Stage IV,EARLY_PHASE1,RECRUITING,ClinicalTrials.gov
NCT07372261,Validation of a Prognostic Method for Assessing the Risk of Distant Metastasis in Early-stage Breast Cancer,Validation of Prognostic tool,Breast Cancer Early Stage Breast Cancer (Stage 1-3),Not specified,ENROLLING_BY_INVITATION,ClinicalTrials.gov
NCT00724672,A Study of Immune Cells in Patients With Rheumatoid Arthritis During Different Types of Anti-TNF Alpha Treatments (Study P05521),etanercept; infliximab; adalimumab,Rheumatoid Arthritis,Not specified,WITHDRAWN,ClinicalTrials.gov
NCT03819322,The Use of Hepatitis C Positive Livers in Hepatitis C Negative Liver Transplant Recipients,sofosbuvir/velpatasvir,Liver Transplant; Hepatitis C,PHASE2,COMPLETED,ClinicalTrials.gov
NCT05095727,A Study of mRNA-3745 in Adult and Pediatric Participants With Glycogen Storage Disease Type 1a (GSD1a),mRNA-3745,Glycogen Storage Disease,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT06611072,OveRcoming immunosupprEssion aNd rebAlancing the Immune reSponSe in ovAriaN CancEr Study,Bone marrow aspiration; Vena puncture; Peritoneal fluid; Spleen biopsy; Tumor biopsy; Omental biopsy,Ovarian Neoplasms; Ovarian Cancer; Ovarian Carcinoma; Immune Suppression; Immune System Suppression,NA,RECRUITING,ClinicalTrials.gov
NCT00001084,A Study of Three Treatment Combinations Using Zidovudine Plus Lamivudine Plus Indinavir in HIV-Infected Patients,Indinavir sulfate; Lamivudine; Stavudine; Zidovudine,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00005816,Vaccine Therapy in Treating Patients With Stage III or Stage IV Kidney Cancer,therapeutic autologous dendritic cells; conventional surgery,Kidney Cancer,PHASE1,COMPLETED,ClinicalTrials.gov
NCT05097911,"Phase I Study of RNA Oligonucleotide, MTL-CEBPA, Atezolizumab and Bevacizumab in Patients With Advanced Hepatocellular Carcinoma.",MTL-CEBPA; Atezolizumab; Bevacizumab,Advanced Hepatocellular Carcinoma,PHASE1,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00028301,Atazanavir Versus Lopinavir/Ritonavir (LPV/RTV) in Patients Who Have Not Had Success With Protease Inhibitor-Containing HAART Regimen(s),Atazanavir; Lopinavir/Ritonavir,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT00118677,Long-Term Supervised Treatment Interruption in HIV-Infected Patients,Treatment interruption,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT03152448,Prospective Prolaris Value and Efficacy,Prolaris,Prostate Cancer,Not specified,TERMINATED,ClinicalTrials.gov
NCT00001086,A Study of Abacavir Plus Indinavir Sulfate Plus Efavirenz in HIV-Infected Patients,Indinavir sulfate; Abacavir sulfate; Efavirenz,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01421862,Biomarkers in Samples From Adult Patients With Acute Myeloid Leukemia Who Failed Existing Standard-of-Care Treatment,DNA methylation analysis; RNA analysis; gene expression analysis; microarray analysis; mutation analysis; nucleic acid sequencing; laboratory biomarker analysis,Leukemia,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04168073,Sodium Diet Effect on Aldosterone and Urinary RNA (SALTY),High-sodium diet 300 mmol sodium/day; Low-sodium diet 10 mmol sodium/day,Healthy,NA,COMPLETED,ClinicalTrials.gov
NCT05475366,Personalized First-line Chemotherapy Choice in Advanced Pancreatic Adenocarcinoma Using Transcriptomic Signatures (PACsign),Clinical value of 5 transcriptomic signatures to personalize the therapeutic decision for L1 in PDAC; Biomarkers of tumor signatures (translational studies),"Carcinoma, Pancreatic Ductal; Prognosis",NA,RECRUITING,ClinicalTrials.gov
NCT01591356,EphA2 siRNA in Treating Patients With Advanced or Recurrent Solid Tumors,EphA2-targeting DOPC-encapsulated siRNA; Laboratory Biomarker Analysis; Pharmacological Study,Advanced Malignant Solid Neoplasm,PHASE1,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00749580,"A Pilot,Raltegravir Versus NRTIs as a Backbone Switched From a Stable Boosted PI Regimen",Switch NRTIs as a Backbone to Raltegravir,Virus Diseases; HIV,NA,COMPLETED,ClinicalTrials.gov
NCT04248361,TEM-PCR™ Prospective Clinical Utility Study,TEM-PCR URI Panel; SOC/Empiric Diagnosis,Upper Resp Tract Infection,PHASE4,SUSPENDED,ClinicalTrials.gov
NCT00000850,The Effectiveness of GM-CSF in HIV-Positive Patients Who Are Also Receiving Anti-HIV Therapy,Indinavir sulfate; Sargramostim,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06293924,Pericardial Fluid Analysis in Recurrent Pericarditis,Pericardiocentesis; Pericardiotomy; Cytofluorometry and Gene expression analysis,Acute Pericarditis; Pericardial Effusion; Pericardial Disease; Pericardial Fluid Exudate; Autoinflammatory Disorders; Autoinflammatory Disease,Not specified,ENROLLING_BY_INVITATION,ClinicalTrials.gov
NCT04965688,Biology Guided Therapy for Breast Cancer for ER Positive,Biopsy-Guided Therapy Selection,Breast Cancer; Estrogen Receptor-positive Breast Cancer; HER2-negative Breast Cancer,PHASE2,TERMINATED,ClinicalTrials.gov
NCT00000882,Virologic and Immunologic Activity of Continued Lamivudine (3TC) vs Delavirdine (DLV) in Combination With Indinavir (IDV) and Zidovudine (ZDV) or Stavudine (d4T) in 3TC-Experienced Subjects,Indinavir sulfate; Delavirdine mesylate; Lamivudine; Stavudine; Zidovudine,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00883480,Individualized Treatment Based on Epidermal Growth Factor Receptor Mutations and Level of BRCA1 Expression in Advanced Adenocarcinoma,Docetaxel; Cisplatin; Gemcitabine; Erlotinib,Non-small Cell Lung Cancer,NA,COMPLETED,ClinicalTrials.gov
NCT01544920,Safety and Efficacy of Boceprevir/Peginterferon Alfa-2a/Ribavirin in Interleukin-28B CC Allele-Positive Chronic Hepatitis C Virus (HCV) Genotype 1 Participants (P07755),peg-Interferon alfa-2a; Ribavirin; Boceprevir,"Hepatitis C, Chronic",PHASE3,COMPLETED,ClinicalTrials.gov
NCT03252717,Predictive Role of New Biomarkers for Hypersensitive Patients to Radiation in Breast Cancer (BIORISE),Blood sample,Breast Cancer,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT07366008,The NorCUP Trial: Improving Prognosis and Personalized Treatment in Cancer of Unknown Primary (CUP),Comprehensive molecular profiling,Cancer of Unknown Primary Site,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT00975897,Study of Tumor Tissue Testing in Selecting Treatment for Patients With Metastatic or Locally Advanced Colorectal Cancer,bevacizumab; cetuximab; fluorouracil; irinotecan hydrochloride; leucovorin calcium; oxaliplatin; RNA analysis; cytogenetic analysis; fluorescence in situ hybridization; gene expression analysis; mutation analysis; protein expression analysis; diagnostic laboratory biomarker analysis; immunohistochemistry staining method; questionnaire administration; cognitive assessment,Colorectal Cancer,"PHASE2, PHASE3",COMPLETED,ClinicalTrials.gov
NCT01263860,A Randomized Trial of 24-Week Versus 48-Week Courses of Peginterferon Plus Ribavirin for HCV Genotype-6 Patients,Peginterferon alfa2a; Ribavirin; Peginterferon alfa2a; Ribavirin,Chronic Hepatitis C,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04515225,COVID-19 Prevalence in HIV-infected Patients,Blood Sample,HIV Infections,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04050449,Assess Therapeutic Efficacy and Emergence of HIV Drug Resistance Following Initiation of TLD,Not specified,HIV-1-infection,Not specified,COMPLETED,ClinicalTrials.gov
NCT03784014,Molecular Profiling of Advanced Soft-tissue Sarcomas,Nilotinib; Ceritinib; Capmatinib; Lapatinib; Trametinib; Trametinib and Dabrafenib; Olaparib and Durvalumab; Palbociclib; Glasdegib; TAS-120; Next Generation sequencing exome,Soft Tissue Sarcoma,PHASE3,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT07137416,Testing the Safety of the Combination of Anti-Cancer Drugs CX-5461 (Pidnarulex) and Trastuzumab Deruxtecan (T-DXd) for Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Solid Tumors and Breast Cancer,Biopsy Procedure; Biospecimen Collection; Echocardiography Test; Multigated Acquisition Scan; Pidnarulex; Radiologic Imaging Procedure; Trastuzumab Deruxtecan,Anatomic Stage III Breast Cancer AJCC v8; Anatomic Stage IV Breast Cancer AJCC v8; Invasive Breast Carcinoma; Locally Advanced Breast Carcinoma; Metastatic Breast Carcinoma; Metastatic HER2-Low Breast Carcinoma; Metastatic HER2-Positive Breast Carcinoma; Metastatic Hormone Receptor-Positive Breast Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Triple-Negative Breast Carcinoma; Unresectable Breast Carcinoma; Unresectable HER2-Low Breast Carcinoma; Unresectable HER2-Positive Breast Carcinoma; Unresectable Hormone Receptor-Positive Breast Carcinoma; Unresectable Malignant Solid Neoplasm; Unresectable Triple-Negative Breast Carcinoma,PHASE1,RECRUITING,ClinicalTrials.gov
NCT06514898,"Adoptive T Cell Therapy, DC Vaccines, and Hematopoietic Stem Cells Combined With Immune checkPOINT Blockade in Patients With Medulloblastoma",TTRNA-DC vaccines with GM-CSF; TTRNA-xALT; Td vaccine; autologous HSCs; Pembrolizumab,Recurrent Group 3 Medulloblastoma; Recurrent Group 4 (Non-SHH/Non-WNT) Medulloblastoma,PHASE1,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT05191849,Circulating EV Long RNA Profiles in SCLC,Blood sample collection,Small Cell Lung Cancer,NA,UNKNOWN,ClinicalTrials.gov
NCT00000890,A Study to Evaluate the Effect of Anti-HIV Therapy on Lean Tissue (Muscle) in HIV-Positive Patients,Not specified,HIV Infections,Not specified,COMPLETED,ClinicalTrials.gov
NCT03724097,Identification of Molecular Biomarkers for Cancer Target Therapy Efficacy,"RNA sequencing; Transcriptome analysis; target drug with the score above 0,1; target drug with the score equal or below 0,1; non-target drug; palliative care",Cancer,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00013897,"A Comparison of BMS-232632 With Efavirenz, Each in Combination With Zidovudine-Lamivudine",Atazanavir; Lamivudine/Zidovudine; Efavirenz,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT00006443,Effectiveness of Anti-HIV Drugs in Patients Who Have Not Received Previous Anti-HIV Drugs During Different Stages of HIV Infection,Indinavir sulfate; Nelfinavir mesylate; Lamivudine; Stavudine,HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT01364090,A Collaborative Trial in Injectors of Individualized Treatment for Genotype 2/3,Pegylated interferon alfa 2b; Ribavirin,"Hepatitis C, Chronic",PHASE4,COMPLETED,ClinicalTrials.gov
NCT03702218,Hepatitis C Positive Donor Into Hepatitis C Negative Recipients,Direct Acting Antivirals,Hepatitis C,EARLY_PHASE1,WITHDRAWN,ClinicalTrials.gov
NCT05902520,Adoptive Cell Therapy Using Cancer Specific CD8+ Tumor Infiltrating Lymphocytes in Adult Patients With Solid Tumors,DP CD8 TIL; DP CD8 TIL KD; Low dose IL-2,HNSCC; Melanoma; Gynecologic Cancer; Colorectal Cancer; Lung Cancer; Urogenital Cancer,PHASE1,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT05911906,"An Open-label, Clinical Feasibility Study of the Efficacy of Remdesivir for Long-COVID.",Remdesivir,SARS-CoV-2 Infection; COVID-19,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01585584,Triple-Therapy in Patients With HCV Genotype 3 Who Previously Failed Treatment,Boceprevir,Hepatitis C,PHASE3,COMPLETED,ClinicalTrials.gov
NCT02121899,Registry Measuring Impact of RNA Expression Testing on Treatment Decisions in Early Stage Lung Cancer and Assessing the Disease-free Survival With Long-term Follow-up (ONC006),Not specified,Lung Cancer; NSCLC; NSCLC Adenocarcinoma,Not specified,TERMINATED,ClinicalTrials.gov
NCT00705432,Safety and Efficacy of Boceprevir in Previously Untreated Subjects With Chronic Hepatitis C Genotype 1 (Study P05216AM2) (COMPLETED),Peginterferon alfa-2b (PEG); Ribavirin (RBV); Placebo; Boceprevir,"Hepatitis C, Chronic",PHASE3,COMPLETED,ClinicalTrials.gov
NCT01607021,Pharmacogenomics Study on IL28B Genetic Variants in Chinese Children With Hepatitis C Virus Infection,Not specified,Chronic Hepatitis C,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05924438,"A Randomised, Phase 3 Non-inferiority Study of DOR/3TC/TDF Compared to DTG/TAF/FTC in Participants Infected With HIV-1 Starting First-line Antiretroviral Therapy",Delstrigo; KOCITAF,HIV-1-infection,PHASE3,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00000885,Treatment Success and Failure in HIV-Infected Subjects Receiving Indinavir in Combination With Nucleoside Analogs: A Rollover Study for ACTG 320,Indinavir sulfate; Abacavir sulfate; Nelfinavir mesylate; Efavirenz; Levocarnitine; Adefovir dipivoxil; Lamivudine; Stavudine; Zidovudine; Didanosine,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00021762,Effects of Immunization With HIV-1 Immunogen Plus Anti-HIV Treatment Interruption on the Levels of HIV,HIV-1 Immunogen; Structured Treatment Interruption,HIV Infections,PHASE2,WITHDRAWN,ClinicalTrials.gov
NCT02960282,Gut Microbiome in Fecal Samples From Patients With Metastatic Cancer Undergoing Chemotherapy or Immunotherapy,Biospecimen Collection; Laboratory Biomarker Analysis,Metastatic Carcinoma; Stage IV Colorectal Cancer; Stage IVA Colorectal Cancer; Stage IVB Colorectal Cancer,Not specified,TERMINATED,ClinicalTrials.gov
NCT07042724,Exercise and Nutrition on Early-stage NSCLC Outcomes: the STARLighT Study,Physical exercise and nutrition intervention for the neoadjuvant setting; Physical exercise and nutrition for the adjuvant setting; Health educational material,Lung Cancer (NSCLC),NA,RECRUITING,ClinicalTrials.gov
NCT06185673,A Study to Evaluate the Safety and Clinical Activity of Intramuscular Doses of BB-301 Administered to Subjects With Oculopharyngeal Muscular Dystrophy With Dysphagia,BB-301: Dose escalation phase 1b cohort 1; BB-301: Dose escalation phase 1b cohort 2; BB-301: Dose escalation phase 1b cohort 3; BB-301: Dose expansion phase 2a,Oculopharyngeal Muscular Dystrophy,"PHASE1, PHASE2",RECRUITING,ClinicalTrials.gov
NCT04038320,Simplified Antiviral Treatment Strategy for Hepatitis C in Ukraine,Sofosbuvir/ledipasvir (SOF/LDV),Hepatitis C Virus,Not specified,COMPLETED,ClinicalTrials.gov
NCT02170389,Vaccine Therapy Before Surgery in Treating Patients With Localized Kidney Cancer,Laboratory Biomarker Analysis; Nephrectomy; Renal Cell Carcinoma/CD40L RNA-Transfected Autologous Dendritic Cell Vaccine AGS-003,Recurrent Renal Cell Carcinoma; Stage I Renal Cell Cancer; Stage II Renal Cell Cancer,NA,TERMINATED,ClinicalTrials.gov
NCT01391013,A Study to Compare Brachial Artery Reactivity and Cardiovascular Risk of a Treatment Simplification by Darunavir/Ritonavir (DRV/r) 800/100 mg Versus a Triple Combination Therapy Containing DRV/r in HIV-1 Infected Patients,Darunavir(DRV); Ritonavir; 2 nucleoside reverse transcriptase inhibitors (NRTIs),Human Immunodeficiency Virus 1,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01684878,Pertuzumab in Platinum-Resistant Low Human Epidermal Growth Factor Receptor 3 (HER3) Messenger Ribonucleic Acid (mRNA) Epithelial Ovarian Cancer (PENELOPE),Gemcitabine (Chemotherapy); Paclitaxel (Chemotherapy); Pertuzumab; Placebo; Topotecan (Chemotherapy),Ovarian Cancer,PHASE3,COMPLETED,ClinicalTrials.gov
NCT02429791,Regimen Switch to Dolutegravir + Rilpivirine From Current Antiretroviral Regimen in Human Immunodeficiency Virus Type 1 Infected and Virologically Suppressed Adults (SWORD-1),DTG 50 mg; RPV 25 mg; CAR,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT07372352,"Zeprumetostat, Azacitidine Combined With Lipo-MIT in R/R PTCL",Zeprumetostat; Azacitidine (AZA); Mitoxantrone Hydrochloride Liposome,Peripheral T Cells Lymphoma (PTCL),PHASE2,RECRUITING,ClinicalTrials.gov
NCT02098616,Rapid Hepatitis C Elimination Trial- A Pilot Study of Daclatasvir/Asunaprevir/BMS-791325 With or Without Ribavirin To Treat Hepatitis C Virus,DCV/ASV/BMS-791325; DCV/ASV/BMS-791325 + RBV,Hepatitis C,NA,COMPLETED,ClinicalTrials.gov
NCT06875336,A Multicentric Cohort and Biomarker Study for Improved Care of Patients with Extrapulmonary Tuberculosis,biomarker analysis,Extrapulmonary Tuberculosis,Not specified,RECRUITING,ClinicalTrials.gov
NCT05042544,The National Australian HCV Point-of-Care Testing Program,Point-of-Care Testing,Hepatitis C,Not specified,RECRUITING,ClinicalTrials.gov
NCT04478006,Advanced Translational Research on Childhood Leukemia,RNA-seq; whole exon sequencing; Cytogenetics test,Childhood Leukemia,Not specified,RECRUITING,ClinicalTrials.gov
NCT05264974,Novel RNA-lipid Particle (RNA-LP) Vaccine for Anti-PD-1 Antibody Therapy Sensitization,Autologous total tumor mRNA loaded DOTAP liposome vaccine,Melanoma; Soft Tissue Sarcoma,PHASE1,RECRUITING,ClinicalTrials.gov
NCT00466752,Sorafenib Tosylate and Gene Expression Analysis in Patients Undergoing Surgery For High-Risk Localized Prostate Cancer,sorafenib tosylate; microarray analysis; immunohistochemistry staining method; gene expression analysis; needle biopsy; therapeutic conventional surgery; laboratory biomarker analysis; western blotting; RNA analysis,Adenocarcinoma of the Prostate; Stage II Prostate Cancer; Stage III Prostate Cancer,PHASE2,COMPLETED,ClinicalTrials.gov
NCT04793750,Ending the HIV Epidemic Through Point-of-Care Technologies (EHPOC),Cepheid GeneXpert HIV-1 Qual POC HIV VL test; DPP HIV-Syphilis test system; OraQuick,HIV Infections; Syphilis,NA,COMPLETED,ClinicalTrials.gov
NCT07258784,RNA Sequencing of Discarded Tracheal Stenosis Tissue to Characterize Cellular and Molecular Pathogenesis,Biopsy or surgery,Tracheal Stenosis; Subglottic Stenosis,Not specified,RECRUITING,ClinicalTrials.gov
NCT02120274,Vitamin D and Vitamin B12 Supplementation With Pegylated Interferon-Alfa Plus Ribavirin for Treating Chronic Hepatitis C,Vitamin D; Vitamin B 12,"RNA Virus Infections; Flaviviridae Infections; Hepatitis C; Hepatitis C, Chronic",PHASE4,TERMINATED,ClinicalTrials.gov
NCT02087241,Ph II Trial of Carboplatin and Pemetrexed With or Without AZD1775 for Untreated Lung Cancer,AZD1775; AZD1775 Matching Placebo; pemetrexed; carboplatin,Previously Untreated Stage IV Non-Squamous Non Small Cell Lung Cancer,PHASE2,TERMINATED,ClinicalTrials.gov
NCT04019873,"'COMBINE-2': Real-world Evidence for Effectiveness of Two Drug Regimen, Antiretroviral Therapy With Integrase Inhibitors Plus a Reverse Transcriptase Inhibitor",Dolutegravir (DTG); Lamivudine (3TC); Rilpivirine (RPV),HIV Infections,Not specified,COMPLETED,ClinicalTrials.gov
NCT01641094,Effect of Teleprevir in Triple Therapy on Intrahepatic Immunological Mechanisms,Not specified,Chronic Hepatitis C,Not specified,COMPLETED,ClinicalTrials.gov
NCT03112044,"Lung Transplant HCV, Pilot Study",Sofosbuvir-velpatasvir (400 mg/100 mg); Ex Vivo Lung Perfusion (EVLP),Lung Transplant Infection; Hepatitis C,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT07245901,Safety and Tolerability of a mRNA Vaccine Encoding Tumor-Specific Circular RNA Antigens in Combination With Anti-PD-1 Monoclonal Antibody in Patients With Advanced Solid Tumors,circFAM53B mRNA vaccine; toripalimab,Solid Tumor,"PHASE1, PHASE2",NOT_YET_RECRUITING,ClinicalTrials.gov
NCT05799612,Phase I Study of TH1 Dendritic Cell Immunotherapy for the Treatment of Cutaneous Angiosarcoma,Paclitaxel; mRNA plus Lysate-loaded Dendritic Cell Vaccine; PEGYLATED-INTERFERON ALPHA-2A; Filgrastim,Angiosarcoma,PHASE1,WITHDRAWN,ClinicalTrials.gov
NCT04930861,Study of Codivir in Patients With COVID-19,Covidir injections; One Step Test; IgM and IgG dosage; RT-PCR SARS-CoV-2; Screening blood test; ECG; Medical evaluation; NEWS-2 score; WHO score,Covid19,PHASE1,COMPLETED,ClinicalTrials.gov
NCT02581202,The Effectiveness of Dual Therapy (Lopinavir/Ritonavir + LamivudinE) in Treatment-Experienced HIV Infected Patients in the Russian Federation,lopinavir/ritonavir; lamivudine,HIV-1 Infection,Not specified,COMPLETED,ClinicalTrials.gov
NCT02204475,Grazoprevir (MK-5172)/Elbasvir (MK-8742) Versus Boceprevir/Pegylated Interferon/Ribavarin for Chronic Hepatitis C Infection (MK-5172-066),Grazoprevir/Elbasvir; Boceprevir; PegIntron; Ribavarin,Hepatitis C,PHASE3,WITHDRAWN,ClinicalTrials.gov
NCT07098481,Access to Hepatitis C Treatment in Cameroon: Comparison of a Simplified Test and Treat Strategy to a Standard Strategy,ACCESS+ strategy Epclusa 400/100 Oral Tablet; ACCESS+ Strategy Vosevi 400/100/100 Oral Tablet; Standard Strategy Vosevi 400/100/100 Oral Tablet; Standard Strategy Epclusa 400/100 Oral Tablet,Hepatitis C Virus Infection,PHASE4,NOT_YET_RECRUITING,ClinicalTrials.gov
